$\lambda$ $(nm)$,$T$
300.0,-0.041000000000000002
305.0,-0.040000000000000001
310.0,-0.037999999999999999
315.0,-0.035999999999999997
320.0,-0.036999999999999998
325.0,-0.037999999999999999
330.0,-0.025999999999999999
335.0,-0.027
340.0,-0.021999999999999999
345.0,-0.012999999999999999
350.0,-0.017000000000000001
355.0,-0.0089999999999999993
360.0,-0.0089999999999999993
365.0,0.002
370.0,0.0030000000000000001
375.0,0.014999999999999999
380.0,0.021000000000000001
385.0,0.043999999999999997
390.0,0.055
395.0,0.083000000000000004
400.0,0.10299999999999999
405.0,0.13200000000000001
410.0,0.14899999999999999
415.0,0.193
420.0,0.23200000000000001
425.0,0.27500000000000002
430.0,0.311
435.0,0.36799999999999999
440.0,0.44600000000000001
445.0,0.56899999999999995
450.0,0.75900000000000001
455.0,1.0469999999999999
460.0,1.546
465.0,2.4740000000000002
470.0,3.9660000000000002
475.0,6.5620000000000003
480.0,10.48
485.0,15.965
490.0,23.155999999999999
495.0,32.136000000000003
500.0,41.594000000000001
505.0,49.210999999999999
510.0,53.651000000000003
515.0,55.042999999999999
520.0,54.789999999999999
525.0,54.515999999999998
530.0,55.167999999999999
535.0,57.582999999999998
540.0,60.984999999999999
545.0,65.953000000000003
550.0,71.692999999999998
555.0,77.353999999999999
560.0,81.983000000000004
565.0,85.599999999999994
570.0,86.697000000000003
575.0,85.670000000000002
580.0,82.683000000000007
585.0,80.126000000000005
590.0,76.126000000000005
595.0,72.242000000000004
600.0,69.259
605.0,67.120999999999995
610.0,65.037999999999997
615.0,64.329999999999998
620.0,64.076999999999998
625.0,64.539000000000001
630.0,65.933999999999997
635.0,67.369
640.0,69.554000000000002
645.0,72.271000000000001
650.0,75.149000000000001
655.0,77.462000000000003
660.0,80.947000000000003
665.0,83.218999999999994
670.0,85.622
675.0,87.143000000000001
680.0,88.215999999999994
685.0,88.564999999999998
690.0,89.099999999999994
695.0,87.372
700.0,85.808999999999997
705.0,84.263999999999996
710.0,82.009
715.0,79.716999999999999
720.0,77.403000000000006
725.0,75.593999999999994
730.0,73.629999999999995
735.0,71.787000000000006
740.0,69.850999999999999
745.0,68.201999999999998
750.0,67.076999999999998
755.0,66.563999999999993
760.0,65.665000000000006
765.0,65.182000000000002
770.0,65.001000000000005
775.0,65.099000000000004
780.0,65.222999999999999
785.0,65.488
790.0,65.852999999999994
795.0,66.667000000000002
800.0,67.382999999999996
805.0,68.802999999999997
810.0,70.155000000000001
815.0,70.947999999999993
820.0,72.289000000000001
825.0,74.171000000000006
830.0,75.313999999999993
835.0,77.745999999999995
840.0,78.489000000000004
845.0,80.745000000000005
850.0,81.171999999999997
