$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.026
310.0,-0.013
315.0,-0.01
320.0,0.004
325.0,0.033
330.0,0.05
335.0,0.078
340.0,0.111
345.0,0.145
350.0,0.196
355.0,0.242
360.0,0.317
365.0,0.395
370.0,0.479
375.0,0.557
380.0,0.726
385.0,0.909
390.0,1.204
395.0,1.713
400.0,2.529
405.0,4.019
410.0,6.221
415.0,9.592
420.0,14.655
425.0,21.824
430.0,30.675
435.0,41.428
440.0,52.208
445.0,59.507
450.0,61.273
455.0,59.543
460.0,57.628
465.0,57.436
470.0,58.98
475.0,62.875
480.0,68.427
485.0,74.89
490.0,81.387
495.0,86.426
500.0,89.299
505.0,88.719
510.0,85.488
515.0,81.012
520.0,75.972
525.0,71.937
530.0,68.646
535.0,66.409
540.0,64.746
545.0,64.522
550.0,64.932
555.0,66.177
560.0,68.14
565.0,70.507
570.0,73.883
575.0,77.599
580.0,80.507
585.0,84.101
590.0,86.958
595.0,89.228
600.0,90.481
605.0,90.734
610.0,90.017
615.0,88.726
620.0,86.098
625.0,83.862
630.0,81.404
635.0,78.661
640.0,75.977
645.0,73.707
650.0,71.542
655.0,69.763
660.0,68.172
665.0,67.12
670.0,66.385
675.0,65.657
680.0,66.017
685.0,65.89
690.0,66.6
695.0,67.011
700.0,67.649
705.0,69.061
710.0,70.379
715.0,71.354
720.0,73.117
725.0,75.04
730.0,76.529
735.0,78.672
740.0,80.266
745.0,81.719
750.0,83.794
755.0,85.237
760.0,86.127
765.0,87.317
770.0,88.342
775.0,89.202
780.0,89.599
785.0,88.745
790.0,89.42
795.0,89.211
800.0,87.794
805.0,87.784
810.0,86.812
815.0,84.994
820.0,83.8
825.0,83.045
830.0,81.479
835.0,80.387
840.0,79.292
845.0,77.985
850.0,76.075
