$\lambda$ $(nm)$,$T$
300.0,-0.042
305.0,-0.024
310.0,-0.039
315.0,-0.032
320.0,-0.028
325.0,-0.025
330.0,-0.022
335.0,-0.019
340.0,-0.012
345.0,-0.011
350.0,-0.002
355.0,0.009
360.0,0.025
365.0,0.025
370.0,0.049
375.0,0.073
380.0,0.098
385.0,0.129
390.0,0.159
395.0,0.201
400.0,0.241
405.0,0.309
410.0,0.383
415.0,0.47
420.0,0.624
425.0,0.862
430.0,1.246
435.0,1.866
440.0,2.979
445.0,4.817
450.0,7.784
455.0,11.941
460.0,17.268
465.0,23.473
470.0,30.094
475.0,38.46
480.0,48.23
485.0,57.59
490.0,64.809
495.0,68.228
500.0,67.88
505.0,65.43
510.0,62.746
515.0,60.874
520.0,61.039
525.0,62.63
530.0,65.785
535.0,70.29
540.0,75.247
545.0,80.524
550.0,84.752
555.0,87.827
560.0,88.67
565.0,87.865
570.0,85.388
575.0,81.771
580.0,77.595
585.0,74.829
590.0,71.488
595.0,68.658
600.0,67.004
605.0,65.8
610.0,65.417
615.0,65.736
620.0,66.328
625.0,67.951
630.0,70.147
635.0,72.388
640.0,74.811
645.0,77.79
650.0,80.776
655.0,83.794
660.0,86.071
665.0,87.467
670.0,88.782
675.0,89.172
680.0,89.4
685.0,88.593
690.0,87.691
695.0,85.805
700.0,83.639
705.0,81.8
710.0,79.198
715.0,76.992
720.0,74.98
725.0,73.272
730.0,71.484
735.0,70.025
740.0,68.425
745.0,67.122
750.0,66.515
755.0,66.127
760.0,65.746
765.0,65.75
770.0,65.9
775.0,66.044
780.0,66.913
785.0,67.164
790.0,67.685
795.0,68.832
800.0,69.868
805.0,71.54
810.0,73.347
815.0,74.088
820.0,76.007
825.0,77.098
830.0,78.712
835.0,79.815
840.0,81.891
845.0,83.241
850.0,82.978
