$\lambda$ $(nm)$,$T$
300.0,-0.041
305.0,-0.034
310.0,-0.041
315.0,-0.021
320.0,-0.025
325.0,-0.015
330.0,-0.01
335.0,-0.013
340.0,0.004
345.0,0.015
350.0,0.041
355.0,0.046
360.0,0.065
365.0,0.083
370.0,0.117
375.0,0.154
380.0,0.195
385.0,0.243
390.0,0.295
395.0,0.376
400.0,0.464
405.0,0.584
410.0,0.728
415.0,1.035
420.0,1.534
425.0,2.392
430.0,3.742
435.0,5.963
440.0,9.176
445.0,13.679
450.0,19.576
455.0,26.737
460.0,35.442
465.0,45.803
470.0,54.648
475.0,61.114
480.0,63.295
485.0,61.949
490.0,59.7
495.0,58.206
500.0,57.966
505.0,59.532
510.0,62.76
515.0,67.616
520.0,73.044
525.0,78.664
530.0,83.393
535.0,86.39
540.0,86.701
545.0,85.259
550.0,82.138
555.0,78.619
560.0,74.717
565.0,71.075
570.0,68.122
575.0,65.787
580.0,64.08
585.0,64.117
590.0,64.105
595.0,64.932
600.0,66.526
605.0,68.478
610.0,70.839
615.0,73.727
620.0,76.941
625.0,79.979
630.0,83.131
635.0,85.394
640.0,87.336
645.0,88.616
650.0,89.069
655.0,88.705
660.0,87.312
665.0,85.915
670.0,83.874
675.0,81.29
680.0,79.499
685.0,77.03
690.0,75.214
695.0,72.745
700.0,70.813
705.0,69.316
710.0,68.283
715.0,66.721
720.0,66.101
725.0,65.866
730.0,65.102
735.0,65.531
740.0,65.462
745.0,65.703
750.0,66.555
755.0,67.442
760.0,68.231
765.0,69.494
770.0,70.719
775.0,71.79
780.0,73.564
785.0,74.878
790.0,76.062
795.0,78.351
800.0,79.142
805.0,81.048
810.0,82.506
815.0,83.575
820.0,84.593
825.0,86.5
830.0,86.482
835.0,87.962
840.0,88.304
845.0,88.182
850.0,89.125
