$\lambda$ $(nm)$,$T$
300.0,-0.018
305.0,0.009
310.0,0.035
315.0,0.07
320.0,0.153
325.0,0.218
330.0,0.312
335.0,0.401
340.0,0.51
345.0,0.626
350.0,0.76
355.0,0.915
360.0,1.07
365.0,1.269
370.0,1.428
375.0,1.639
380.0,1.87
385.0,2.162
390.0,2.464
395.0,2.968
400.0,3.541
405.0,4.518
410.0,5.794
415.0,7.789
420.0,10.689
425.0,14.932
430.0,19.681
435.0,24.905
440.0,30.828
445.0,37.472
450.0,44.992
455.0,53.439
460.0,62.293
465.0,70.751
470.0,76.956
475.0,80.127
480.0,80.528
485.0,78.589
490.0,75.42
495.0,72.338
500.0,69.31
505.0,66.498
510.0,64.689
515.0,63.64
520.0,63.492
525.0,63.769
530.0,64.924
535.0,66.303
540.0,68.405
545.0,70.776
550.0,73.675
555.0,76.436
560.0,79.056
565.0,81.969
570.0,84.959
575.0,86.959
580.0,88.348
585.0,90.001
590.0,90.514
595.0,90.578
600.0,90.202
605.0,88.989
610.0,87.51
615.0,86.003
620.0,83.605
625.0,82.013
630.0,80.209
635.0,78.032
640.0,76.123
645.0,74.484
650.0,72.854
655.0,71.497
660.0,70.027
665.0,68.698
670.0,67.908
675.0,66.854
680.0,66.808
685.0,66.144
690.0,66.283
695.0,65.897
700.0,65.75
705.0,66.249
710.0,66.369
715.0,66.548
720.0,67.198
725.0,68.036
730.0,68.724
735.0,69.642
740.0,70.222
745.0,70.817
750.0,72.392
755.0,73.213
760.0,74.177
765.0,75.122
770.0,76.626
775.0,77.222
780.0,78.672
785.0,79.506
790.0,80.385
795.0,81.75
800.0,82.392
805.0,83.61
810.0,84.663
815.0,84.841
820.0,85.395
825.0,87.266
830.0,87.475
835.0,88.085
840.0,89.337
845.0,89.916
850.0,87.473
