$\lambda$ $(nm)$,$T$
300.0,0.023
305.0,0.1
310.0,0.206
315.0,0.324
320.0,0.507
325.0,0.652
330.0,0.866
335.0,1.09
340.0,1.3
345.0,1.546
350.0,1.797
355.0,2.117
360.0,2.402
365.0,2.833
370.0,3.308
375.0,3.931
380.0,4.801
385.0,6.135
390.0,8.076
395.0,11.092
400.0,15.254
405.0,20.667
410.0,26.377
415.0,32.708
420.0,40.045
425.0,49.161
430.0,58.575
435.0,67.766
440.0,76.072
445.0,81.119
450.0,82.213
455.0,80.326
460.0,76.912
465.0,73.381
470.0,69.53
475.0,66.613
480.0,64.899
485.0,63.838
490.0,63.63
495.0,64.328
500.0,65.432
505.0,67.085
510.0,69.271
515.0,72.121
520.0,75.12
525.0,78.23
530.0,81.122
535.0,83.683
540.0,86.292
545.0,88.309
550.0,89.787
555.0,90.464
560.0,90.31
565.0,89.966
570.0,88.921
575.0,87.243
580.0,84.893
585.0,83.696
590.0,81.414
595.0,79.156
600.0,77.207
605.0,75.52
610.0,73.617
615.0,71.98
620.0,70.592
625.0,69.54
630.0,68.771
635.0,67.786
640.0,67.156
645.0,66.65
650.0,66.591
655.0,66.556
660.0,66.43
665.0,66.519
670.0,66.938
675.0,67.255
680.0,68.119
685.0,68.854
690.0,69.702
695.0,70.821
700.0,71.221
705.0,72.526
710.0,73.903
715.0,74.619
720.0,76.009
725.0,77.503
730.0,78.522
735.0,80.021
740.0,81.037
745.0,81.797
750.0,83.272
755.0,84.537
760.0,84.584
765.0,85.909
770.0,86.943
775.0,87.078
780.0,88.132
785.0,88.454
790.0,88.972
795.0,89.076
800.0,89.031
805.0,90.01
810.0,89.17
815.0,88.454
820.0,88.284
825.0,88.352
830.0,87.525
835.0,87.544
840.0,87.238
845.0,87.595
850.0,84.883
