$\lambda$ $(nm)$,$T$
300.0,-0.033000000000000002
305.0,-0.039
310.0,-0.025000000000000001
315.0,-0.021999999999999999
320.0,-0.02
325.0,-0.01
330.0,0.0040000000000000001
335.0,0.012
340.0,0.031
345.0,0.044999999999999998
350.0,0.057000000000000002
355.0,0.092999999999999999
360.0,0.107
365.0,0.152
370.0,0.20200000000000001
375.0,0.22900000000000001
380.0,0.28199999999999997
385.0,0.35999999999999999
390.0,0.433
395.0,0.54900000000000004
400.0,0.69499999999999995
405.0,0.94499999999999995
410.0,1.256
415.0,1.877
420.0,2.9470000000000001
425.0,4.8490000000000002
430.0,7.6100000000000003
435.0,11.446
440.0,16.736999999999998
445.0,23.207000000000001
450.0,31.795000000000002
455.0,41.512
460.0,52.273000000000003
465.0,60.476999999999997
470.0,63.845999999999997
475.0,63.588000000000001
480.0,61.468000000000004
485.0,59.709000000000003
490.0,59.152000000000001
495.0,60.606999999999999
500.0,63.828000000000003
505.0,68.424000000000007
510.0,74.075000000000003
515.0,80.096000000000004
520.0,84.891999999999996
525.0,88.070999999999998
530.0,88.771000000000001
535.0,87.194999999999993
540.0,83.697000000000003
545.0,79.879000000000005
550.0,75.572999999999993
555.0,71.977000000000004
560.0,68.909999999999997
565.0,66.823999999999998
570.0,65.561000000000007
575.0,65.111000000000004
580.0,65.079999999999998
585.0,66.433000000000007
590.0,68.120999999999995
595.0,70.444999999999993
600.0,73.040999999999997
605.0,76.153999999999996
610.0,79.171000000000006
615.0,82.290000000000006
620.0,84.915999999999997
625.0,87.268000000000001
630.0,89.290999999999997
635.0,89.903000000000006
640.0,89.864000000000004
645.0,89.555000000000007
650.0,87.994
655.0,86.034000000000006
660.0,83.390000000000001
665.0,81.194999999999993
670.0,78.983999999999995
675.0,76.218999999999994
680.0,74.539000000000001
685.0,72.150000000000006
690.0,70.969999999999999
695.0,69.119
700.0,67.563999999999993
705.0,66.998999999999995
710.0,66.640000000000001
715.0,65.805000000000007
720.0,65.756
725.0,65.983999999999995
730.0,66.373000000000005
735.0,67.034999999999997
740.0,67.691000000000003
745.0,68.218999999999994
750.0,69.863
755.0,71.433999999999997
760.0,72.486000000000004
765.0,74.203000000000003
770.0,75.903999999999996
775.0,77.332999999999998
780.0,79.207999999999998
785.0,80.641000000000005
790.0,81.968000000000004
795.0,83.546000000000006
800.0,84.337999999999994
805.0,86.287999999999997
810.0,87.340999999999994
815.0,87.073999999999998
820.0,88.409000000000006
825.0,89.099999999999994
830.0,89.147000000000006
835.0,88.944000000000003
840.0,88.402000000000001
845.0,88.117999999999995
850.0,87.322999999999993
