$\lambda$ $(nm)$,$T$
300.0,-0.027
305.0,-0.026
310.0,-0.027
315.0,-0.027
320.0,-0.006
325.0,0.004
330.0,0.018
335.0,0.043
340.0,0.07
345.0,0.098
350.0,0.14
355.0,0.184
360.0,0.23
365.0,0.271
370.0,0.338
375.0,0.414
380.0,0.545
385.0,0.687
390.0,0.89
395.0,1.265
400.0,1.91
405.0,3.069
410.0,5.027
415.0,8.093
420.0,12.802
425.0,18.896
430.0,25.143
435.0,32.209
440.0,41.206
445.0,52.145
450.0,63.488
455.0,71.005
460.0,72.631
465.0,69.95
470.0,65.752
475.0,62.459
480.0,61.154
485.0,61.604
490.0,63.995
495.0,68.257
500.0,73.936
505.0,79.736
510.0,85.208
515.0,88.854
520.0,89.883
525.0,88.717
530.0,85.715
535.0,81.57
540.0,76.924
545.0,72.907
550.0,69.648
555.0,67.368
560.0,65.927
565.0,65.124
570.0,65.363
575.0,66.274
580.0,67.351
585.0,69.902
590.0,72.605
595.0,75.685
600.0,78.957
605.0,82.042
610.0,84.888
615.0,87.399
620.0,89.28
625.0,90.438
630.0,90.915
635.0,90.053
640.0,88.732
645.0,86.868
650.0,84.478
655.0,81.795
660.0,78.949
665.0,76.706
670.0,74.661
675.0,72.221
680.0,70.799
685.0,69.087
690.0,68.158
695.0,66.982
700.0,66.199
705.0,66.071
710.0,66.16
715.0,66.012
720.0,66.602
725.0,67.39
730.0,67.961
735.0,68.913
740.0,70.084
745.0,71.184
750.0,72.827
755.0,74.501
760.0,76.287
765.0,77.929
770.0,79.551
775.0,80.988
780.0,82.9
785.0,83.909
790.0,84.851
795.0,86.672
800.0,87.481
805.0,88.777
810.0,88.675
815.0,89.18
820.0,88.912
825.0,89.277
830.0,89.011
835.0,88.187
840.0,87.503
845.0,87.329
850.0,84.405
