$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.029
310.0,-0.027
315.0,-0.006
320.0,0.006
325.0,0.022
330.0,0.04
335.0,0.06
340.0,0.11
345.0,0.141
350.0,0.175
355.0,0.24
360.0,0.261
365.0,0.354
370.0,0.441
375.0,0.554
380.0,0.69
385.0,0.957
390.0,1.355
395.0,2.051
400.0,3.298
405.0,5.652
410.0,9.094
415.0,14.353
420.0,20.734
425.0,27.63
430.0,34.525
435.0,42.483
440.0,53.228
445.0,64.929
450.0,73.615
455.0,75.727
460.0,72.426
465.0,67.934
470.0,63.751
475.0,61.513
480.0,61.561
485.0,63.377
490.0,67.15
495.0,72.333
500.0,78.073
505.0,83.806
510.0,88.238
515.0,90.195
520.0,89.487
525.0,86.697
530.0,82.73
535.0,78.382
540.0,74.211
545.0,70.418
550.0,67.876
555.0,66.219
560.0,65.249
565.0,64.976
570.0,65.998
575.0,67.355
580.0,69.06
585.0,71.797
590.0,74.708
595.0,78.066
600.0,81.428
605.0,84.207
610.0,86.855
615.0,89.14
620.0,90.213
625.0,90.708
630.0,90.418
635.0,89.056
640.0,87.229
645.0,85.001
650.0,82.437
655.0,79.753
660.0,76.853
665.0,74.924
670.0,72.824
675.0,70.751
680.0,69.619
685.0,68.1
690.0,67.413
695.0,66.647
700.0,65.825
705.0,66.232
710.0,66.261
715.0,66.433
720.0,66.988
725.0,67.853
730.0,68.749
735.0,70.094
740.0,71.462
745.0,72.397
750.0,74.303
755.0,76.275
760.0,77.432
765.0,79.369
770.0,81.498
775.0,82.939
780.0,84.291
785.0,84.961
790.0,86.3
795.0,87.598
800.0,88.166
805.0,89.035
810.0,89.552
815.0,89.508
820.0,88.459
825.0,88.91
830.0,87.429
835.0,87.217
840.0,86.768
845.0,85.545
850.0,84.274
