$\lambda$ $(nm)$,$T$
300.0,-0.031
305.0,-0.017
310.0,-0.031
315.0,-0.033
320.0,-0.028
325.0,-0.032
330.0,-0.033
335.0,-0.021
340.0,-0.023
345.0,-0.027
350.0,-0.014
355.0,-0.008
360.0,0.003
365.0,0.004
370.0,0.019
375.0,0.03
380.0,0.052
385.0,0.075
390.0,0.094
395.0,0.133
400.0,0.155
405.0,0.193
410.0,0.246
415.0,0.29
420.0,0.381
425.0,0.495
430.0,0.689
435.0,0.971
440.0,1.493
445.0,2.402
450.0,4.048
455.0,6.707
460.0,10.685
465.0,16.151
470.0,21.7
475.0,27.865
480.0,34.299
485.0,41.46
490.0,50.186
495.0,59.478
500.0,68.46
505.0,72.846
510.0,73.651
515.0,71.349
520.0,67.45
525.0,64.371
530.0,62.491
535.0,62.152
540.0,63.339
545.0,65.959
550.0,69.909
555.0,74.732
560.0,79.42
565.0,83.983
570.0,87.426
575.0,89.074
580.0,88.558
585.0,87.819
590.0,84.698
595.0,80.996
600.0,77.353
605.0,73.92
610.0,70.843
615.0,68.504
620.0,66.555
625.0,65.782
630.0,65.569
635.0,65.843
640.0,66.484
645.0,68.017
650.0,69.855
655.0,72.226
660.0,74.649
665.0,76.961
670.0,79.643
675.0,82.202
680.0,85.132
685.0,86.791
690.0,88.635
695.0,89.148
700.0,89.648
705.0,89.072
710.0,88.37
715.0,86.736
720.0,85.165
725.0,83.273
730.0,80.859
735.0,78.719
740.0,76.718
745.0,74.513
750.0,72.746
755.0,71.289
760.0,69.457
765.0,68.21
770.0,67.458
775.0,66.79
780.0,66.212
785.0,65.29
790.0,65.588
795.0,65.388
800.0,65.564
805.0,66.553
810.0,67.152
815.0,67.067
820.0,68.206
825.0,69.797
830.0,70.242
835.0,71.453
840.0,72.599
845.0,74.825
850.0,76.196
