$\lambda$ $(nm)$,$T$
300.0,-0.025
305.0,-0.018
310.0,-0.01
315.0,-0.005
320.0,0.041
325.0,0.046
330.0,0.092
335.0,0.117
340.0,0.16
345.0,0.221
350.0,0.282
355.0,0.352
360.0,0.462
365.0,0.621
370.0,0.897
375.0,1.305
380.0,2.25
385.0,3.865
390.0,6.468
395.0,11.461
400.0,18.044
405.0,27.811
410.0,38.956
415.0,49.501
420.0,55.754
425.0,56.595
430.0,55.854
435.0,56.673
440.0,60.988
445.0,67.812
450.0,75.866
455.0,81.083
460.0,84.571
465.0,83.45
470.0,79.288
475.0,74.137
480.0,69.254
485.0,65.911
490.0,64.383
495.0,64.734
500.0,66.589
505.0,69.433
510.0,73.735
515.0,78.401
520.0,82.722
525.0,86.148
530.0,88.036
535.0,88.453
540.0,86.808
545.0,84.105
550.0,80.494
555.0,77.014
560.0,73.417
565.0,70.638
570.0,68.547
575.0,67.005
580.0,65.797
585.0,66.01
590.0,66.628
595.0,67.734
600.0,69.401
605.0,71.363
610.0,73.66
615.0,76.441
620.0,79.142
625.0,81.822
630.0,84.364
635.0,86.385
640.0,87.879
645.0,88.977
650.0,88.962
655.0,88.491
660.0,87.092
665.0,85.917
670.0,84.364
675.0,81.83
680.0,80.092
685.0,77.553
690.0,75.766
695.0,73.303
700.0,71.542
705.0,70.323
710.0,69.065
715.0,67.775
720.0,67.214
725.0,67.012
730.0,66.266
735.0,66.572
740.0,66.516
745.0,66.535
750.0,67.19
755.0,67.988
760.0,68.538
765.0,70.005
770.0,70.913
775.0,72.214
780.0,73.933
785.0,74.985
790.0,75.984
795.0,78.089
800.0,78.903
805.0,80.767
810.0,82.86
815.0,83.151
820.0,84.348
825.0,86.066
830.0,86.633
835.0,87.19
840.0,88.533
845.0,88.861
850.0,86.847
