$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.023
310.0,-0.041
315.0,-0.036
320.0,-0.038
325.0,-0.031
330.0,-0.029
335.0,-0.028
340.0,-0.03
345.0,-0.03
350.0,-0.026
355.0,-0.022
360.0,-0.02
365.0,-0.016
370.0,-0.01
375.0,-0.009
380.0,-0.007
385.0,0.01
390.0,0.018
395.0,0.023
400.0,0.035
405.0,0.047
410.0,0.065
415.0,0.096
420.0,0.111
425.0,0.148
430.0,0.194
435.0,0.229
440.0,0.297
445.0,0.41
450.0,0.586
455.0,0.915
460.0,1.508
465.0,2.6
470.0,4.409
475.0,7.675
480.0,12.724
485.0,19.474
490.0,27.474
495.0,34.438
500.0,39.662
505.0,42.902
510.0,46.323
515.0,51.052
520.0,57.714
525.0,65.378
530.0,73.155
535.0,78.776
540.0,81.193
545.0,80.014
550.0,76.35
555.0,72.034
560.0,68.403
565.0,65.227
570.0,63.682
575.0,63.395
580.0,64.262
585.0,66.805
590.0,70.09
595.0,74.015
600.0,78.601
605.0,82.198
610.0,85.839
615.0,88.22
620.0,88.994
625.0,88.508
630.0,87.541
635.0,84.379
640.0,80.907
645.0,77.778
650.0,74.356
655.0,71.755
660.0,68.955
665.0,67.115
670.0,66.029
675.0,65.039
680.0,65.28
685.0,65.45
690.0,66.536
695.0,67.47
700.0,68.864
705.0,71.264
710.0,73.363
715.0,75.412
720.0,77.959
725.0,80.769
730.0,82.915
735.0,85.198
740.0,86.732
745.0,87.79
750.0,88.937
755.0,89.417
760.0,88.778
765.0,87.891
770.0,87.076
775.0,85.238
780.0,83.609
785.0,81.567
790.0,79.362
795.0,77.81
800.0,75.582
805.0,74.138
810.0,72.468
815.0,70.092
820.0,69.075
825.0,68.491
830.0,67.129
835.0,66.576
840.0,65.567
845.0,66.411
850.0,64.989
