$\lambda$ $(nm)$,$T$
300.0,-0.025000000000000001
305.0,-0.02
310.0,-0.010999999999999999
315.0,0.014
320.0,0.041000000000000002
325.0,0.081000000000000003
330.0,0.123
335.0,0.17399999999999999
340.0,0.23999999999999999
345.0,0.29999999999999999
350.0,0.379
355.0,0.44700000000000001
360.0,0.53100000000000003
365.0,0.64800000000000002
370.0,0.80000000000000004
375.0,0.96299999999999997
380.0,1.202
385.0,1.4910000000000001
390.0,1.9570000000000001
395.0,2.8290000000000002
400.0,4.0890000000000004
405.0,6.4219999999999997
410.0,9.9580000000000002
415.0,15.413
420.0,22.75
425.0,30.806999999999999
430.0,36.479999999999997
435.0,40.591000000000001
440.0,44.585000000000001
445.0,49.250999999999998
450.0,56.859999999999999
455.0,65.564999999999998
460.0,74.176000000000002
465.0,81.355000000000004
470.0,84.123999999999995
475.0,82.783000000000001
480.0,78.813000000000002
485.0,74.105000000000004
490.0,69.703000000000003
495.0,66.049000000000007
500.0,63.819000000000003
505.0,62.548000000000002
510.0,62.517000000000003
515.0,63.948
520.0,65.960999999999999
525.0,68.890000000000001
530.0,72.549999999999997
535.0,76.335999999999999
540.0,80.447000000000003
545.0,83.834999999999994
550.0,87.100999999999999
555.0,88.667000000000002
560.0,89.263999999999996
565.0,88.796999999999997
570.0,87.616
575.0,85.078000000000003
580.0,81.822999999999993
585.0,79.638999999999996
590.0,76.718999999999994
595.0,73.917000000000002
600.0,71.569000000000003
605.0,69.605000000000004
610.0,67.915000000000006
615.0,66.554000000000002
620.0,65.777000000000001
625.0,65.328999999999994
630.0,65.399000000000001
635.0,65.457999999999998
640.0,66.168000000000006
645.0,66.989999999999995
650.0,68.090999999999994
655.0,69.466999999999999
660.0,71.022999999999996
665.0,72.591999999999999
670.0,74.400999999999996
675.0,76.162000000000006
680.0,78.712999999999994
685.0,80.507999999999996
690.0,83.018000000000001
695.0,84.150999999999996
700.0,85.724000000000004
705.0,87.504000000000005
710.0,88.733000000000004
715.0,88.844999999999999
720.0,88.947999999999993
725.0,89.778999999999996
730.0,89.412999999999997
735.0,89.296999999999997
740.0,88.210999999999999
745.0,86.822999999999993
750.0,86.113
755.0,84.887
760.0,83.028000000000006
765.0,81.807000000000002
770.0,80.512
775.0,78.813999999999993
780.0,77.920000000000002
785.0,75.673000000000002
790.0,74.358999999999995
795.0,73.647999999999996
800.0,71.673000000000002
805.0,71.138999999999996
810.0,70.501000000000005
815.0,68.724000000000004
820.0,68.215000000000003
825.0,67.641000000000005
830.0,66.850999999999999
835.0,66.691000000000003
840.0,66.536000000000001
845.0,66.379000000000005
850.0,64.957999999999998
