$\lambda$ $(nm)$,$T$
300.0,-0.032
305.0,-0.016
310.0,-0.012
315.0,-0.009
320.0,0.029
325.0,0.033
330.0,0.068
335.0,0.099
340.0,0.152
345.0,0.175
350.0,0.243
355.0,0.306
360.0,0.366
365.0,0.471
370.0,0.594
375.0,0.755
380.0,1.013
385.0,1.409
390.0,2.161
395.0,3.526
400.0,5.843
405.0,10.046
410.0,15.481
415.0,22.003
420.0,29.137
425.0,36.745
430.0,45.131
435.0,54.635
440.0,65.056
445.0,72.815
450.0,74.808
455.0,72.373
460.0,67.798
465.0,64.35
470.0,62.515
475.0,62.529
480.0,64.659
485.0,67.874
490.0,72.599
495.0,77.833
500.0,83.043
505.0,86.334
510.0,88.124
515.0,87.385
520.0,84.957
525.0,81.42
530.0,77.403
535.0,73.485
540.0,70.264
545.0,67.965
550.0,66.159
555.0,65.736
560.0,65.794
565.0,66.702
570.0,68.186
575.0,70.287
580.0,72.379
585.0,75.501
590.0,78.642
595.0,81.657
600.0,84.373
605.0,86.659
610.0,88.325
615.0,89.291
620.0,89.211
625.0,88.637
630.0,87.583
635.0,85.653
640.0,83.513
645.0,81.193
650.0,78.686
655.0,76.076
660.0,73.814
665.0,72.111
670.0,70.803
675.0,69.075
680.0,68.168
685.0,67.084
690.0,66.847
695.0,66.235
700.0,66.074
705.0,66.57
710.0,66.969
715.0,67.637
720.0,68.589
725.0,69.788
730.0,70.496
735.0,72.322
740.0,73.68
745.0,75.031
750.0,76.761
755.0,78.461
760.0,79.908
765.0,81.715
770.0,83.513
775.0,84.916
780.0,85.906
785.0,86.391
790.0,87.116
795.0,88.025
800.0,88.643
805.0,88.941
810.0,88.887
815.0,87.765
820.0,87.326
825.0,86.885
830.0,85.785
835.0,85.307
840.0,84.346
845.0,84.132
850.0,81.577
