$\lambda$ $(nm)$,$T$
300.0,-0.023
305.0,-0.017
310.0,-0.002
315.0,0.035
320.0,0.078
325.0,0.105
330.0,0.167
335.0,0.238
340.0,0.316
345.0,0.373
350.0,0.49
355.0,0.59
360.0,0.742
365.0,0.973
370.0,1.308
375.0,1.848
380.0,3.018
385.0,4.704
390.0,7.971
395.0,13.031
400.0,19.483
405.0,26.711
410.0,33.817
415.0,42.579
420.0,54.419
425.0,67.445
430.0,74.845
435.0,75.072
440.0,71.332
445.0,66.014
450.0,62.584
455.0,61.48
460.0,62.85
465.0,66.52
470.0,71.287
475.0,77.419
480.0,83.32
485.0,87.75
490.0,89.762
495.0,89.412
500.0,86.495
505.0,82.007
510.0,77.249
515.0,73.136
520.0,69.745
525.0,67.343
530.0,65.884
535.0,65.504
540.0,65.738
545.0,66.967
550.0,68.858
555.0,71.617
560.0,73.998
565.0,77.282
570.0,81.007
575.0,84.552
580.0,86.653
585.0,89.209
590.0,90.385
595.0,90.579
600.0,89.947
605.0,88.892
610.0,86.66
615.0,84.252
620.0,81.583
625.0,79.069
630.0,76.686
635.0,74.187
640.0,72.202
645.0,70.665
650.0,68.972
655.0,67.855
660.0,67.011
665.0,66.534
670.0,66.311
675.0,66.354
680.0,67.139
685.0,67.681
690.0,69.064
695.0,69.712
700.0,70.715
705.0,72.543
710.0,73.929
715.0,75.261
720.0,77.166
725.0,79.431
730.0,80.883
735.0,82.85
740.0,84.271
745.0,85.593
750.0,87.052
755.0,88.204
760.0,88.636
765.0,89.568
770.0,89.587
775.0,89.444
780.0,89.636
785.0,88.803
790.0,87.835
795.0,87.464
800.0,86.086
805.0,85.504
810.0,84.183
815.0,81.921
820.0,81.203
825.0,79.828
830.0,77.802
835.0,77.25
840.0,76.645
845.0,75.093
850.0,73.29
