$\lambda$ $(nm)$,$T$
300.0,-0.041
305.0,-0.039
310.0,-0.034
315.0,-0.031
320.0,-0.031
325.0,-0.029
330.0,-0.029
335.0,-0.01
340.0,-0.005
345.0,0.001
350.0,0.006
355.0,0.025
360.0,0.043
365.0,0.065
370.0,0.077
375.0,0.105
380.0,0.144
385.0,0.164
390.0,0.208
395.0,0.257
400.0,0.326
405.0,0.388
410.0,0.471
415.0,0.562
420.0,0.705
425.0,0.945
430.0,1.271
435.0,1.806
440.0,2.699
445.0,4.205
450.0,6.67
455.0,10.388
460.0,15.747
465.0,22.985
470.0,31.194
475.0,39.629
480.0,46.011
485.0,49.354
490.0,50.81
495.0,51.819
500.0,53.537
505.0,56.517
510.0,61.283
515.0,67.206
520.0,73.487
525.0,79.33
530.0,83.681
535.0,85.431
540.0,84.625
545.0,82.113
550.0,78.283
555.0,74.586
560.0,70.973
565.0,67.799
570.0,65.739
575.0,64.402
580.0,63.457
585.0,64.356
590.0,65.097
595.0,66.914
600.0,69.17
605.0,71.839
610.0,74.826
615.0,78.026
620.0,81.15
625.0,83.841
630.0,86.441
635.0,88.098
640.0,88.75
645.0,88.827
650.0,88.253
655.0,86.829
660.0,84.499
665.0,82.421
670.0,79.793
675.0,77.106
680.0,76.026
685.0,73.32
690.0,71.644
695.0,69.577
700.0,68.128
705.0,67.111
710.0,66.263
715.0,65.417
720.0,65.295
725.0,65.488
730.0,65.508
735.0,66.093
740.0,66.447
745.0,67.071
750.0,68.377
755.0,69.93
760.0,70.629
765.0,71.941
770.0,73.895
775.0,75.05
780.0,77.353
785.0,78.763
790.0,79.707
795.0,81.558
800.0,82.98
805.0,84.645
810.0,85.697
815.0,85.971
820.0,87.028
825.0,87.956
830.0,88.292
835.0,88.888
840.0,88.692
845.0,88.403
850.0,87.658
