$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.031
310.0,-0.03
315.0,-0.007
320.0,0.003
325.0,0.025
330.0,0.047
335.0,0.078
340.0,0.106
345.0,0.136
350.0,0.191
355.0,0.237
360.0,0.286
365.0,0.361
370.0,0.455
375.0,0.575
380.0,0.773
385.0,1.055
390.0,1.526
395.0,2.389
400.0,3.99
405.0,6.838
410.0,11.197
415.0,17.365
420.0,24.461
425.0,31.218
430.0,37.456
435.0,44.743
440.0,54.505
445.0,66.172
450.0,75.427
455.0,78.398
460.0,75.374
465.0,70.151
470.0,65.972
475.0,62.901
480.0,61.907
485.0,62.869
490.0,65.695
495.0,70.338
500.0,75.88
505.0,81.617
510.0,86.415
515.0,89.629
520.0,90.154
525.0,88.517
530.0,85.125
535.0,80.932
540.0,76.362
545.0,72.487
550.0,69.343
555.0,67.178
560.0,65.888
565.0,65.159
570.0,65.46
575.0,66.567
580.0,67.826
585.0,70.393
590.0,72.891
595.0,75.956
600.0,79.155
605.0,82.338
610.0,85.154
615.0,87.634
620.0,89.252
625.0,90.557
630.0,90.701
635.0,89.852
640.0,88.507
645.0,86.724
650.0,84.436
655.0,81.775
660.0,78.966
665.0,76.846
670.0,74.833
675.0,72.423
680.0,70.802
685.0,69.147
690.0,68.25
695.0,66.99
700.0,66.298
705.0,66.198
710.0,66.265
715.0,66.07
720.0,66.79
725.0,67.565
730.0,68.096
735.0,69.436
740.0,70.191
745.0,71.258
750.0,72.956
755.0,74.657
760.0,76.156
765.0,77.378
770.0,79.609
775.0,81.068
780.0,82.651
785.0,83.877
790.0,84.833
795.0,86.491
800.0,87.566
805.0,88.217
810.0,89.054
815.0,88.782
820.0,88.818
825.0,89.27
830.0,88.84
835.0,87.842
840.0,87.466
845.0,87.034
850.0,85.697
