$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.024
310.0,-0.036
315.0,-0.031
320.0,-0.03
325.0,-0.015
330.0,-0.015
335.0,-0.008
340.0,0.004
345.0,0.008
350.0,0.024
355.0,0.032
360.0,0.065
365.0,0.086
370.0,0.122
375.0,0.129
380.0,0.161
385.0,0.22
390.0,0.253
395.0,0.319
400.0,0.356
405.0,0.438
410.0,0.534
415.0,0.631
420.0,0.769
425.0,1.009
430.0,1.319
435.0,1.798
440.0,2.644
445.0,4.085
450.0,6.423
455.0,10.062
460.0,15.311
465.0,22.073
470.0,28.743
475.0,34.887
480.0,39.569
485.0,42.962
490.0,46.588
495.0,51.346
500.0,57.462
505.0,64.342
510.0,71.619
515.0,77.734
520.0,81.449
525.0,82.296
530.0,80.769
535.0,77.776
540.0,73.693
545.0,69.917
550.0,66.657
555.0,64.685
560.0,63.402
565.0,63.031
570.0,63.636
575.0,65.049
580.0,66.767
585.0,69.638
590.0,72.73
595.0,76.065
600.0,79.389
605.0,82.525
610.0,85.093
615.0,87.167
620.0,88.236
625.0,88.459
630.0,88.131
635.0,86.785
640.0,84.677
645.0,82.433
650.0,79.873
655.0,77.462
660.0,74.772
665.0,72.51
670.0,70.594
675.0,68.759
680.0,67.578
685.0,66.505
690.0,65.97
695.0,65.154
700.0,64.78
705.0,65.06
710.0,65.37
715.0,65.873
720.0,66.592
725.0,68.033
730.0,68.886
735.0,70.335
740.0,71.539
745.0,73.074
750.0,74.998
755.0,77.098
760.0,78.285
765.0,80.044
770.0,81.738
775.0,83.198
780.0,84.841
785.0,85.629
790.0,86.339
795.0,87.303
800.0,87.638
805.0,88.242
810.0,88.503
815.0,87.173
820.0,87.409
825.0,87.143
830.0,85.594
835.0,84.874
840.0,83.886
845.0,83.813
850.0,80.909
