$\lambda$ $(nm)$,$T$
300.0,-0.041000000000000002
305.0,-0.027
310.0,-0.033000000000000002
315.0,-0.035000000000000003
320.0,-0.039
325.0,-0.033000000000000002
330.0,-0.042000000000000003
335.0,-0.025999999999999999
340.0,-0.021000000000000001
345.0,-0.016
350.0,-0.021999999999999999
355.0,-0.01
360.0,-0.019
365.0,-0.0070000000000000001
370.0,-0.0030000000000000001
375.0,0.01
380.0,0.023
385.0,0.033000000000000002
390.0,0.042999999999999997
395.0,0.064000000000000001
400.0,0.090999999999999998
405.0,0.121
410.0,0.14699999999999999
415.0,0.19400000000000001
420.0,0.23300000000000001
425.0,0.30099999999999999
430.0,0.39800000000000002
435.0,0.52700000000000002
440.0,0.76300000000000001
445.0,1.145
450.0,1.893
455.0,3.157
460.0,5.375
465.0,9.0289999999999999
470.0,13.884
475.0,20.446999999999999
480.0,27.257999999999999
485.0,33.078000000000003
490.0,38.148000000000003
495.0,43.399000000000001
500.0,50.064
505.0,58.088999999999999
510.0,66.698999999999998
515.0,74.003
520.0,77.734999999999999
525.0,78.088999999999999
530.0,75.251999999999995
535.0,71.320999999999998
540.0,67.311000000000007
545.0,64.555000000000007
550.0,63.231000000000002
555.0,63.436
560.0,64.980000000000004
565.0,67.850999999999999
570.0,71.668999999999997
575.0,76.158000000000001
580.0,80.063000000000002
585.0,84.537999999999997
590.0,87.616
595.0,89.162000000000006
600.0,89.320999999999998
605.0,87.769999999999996
610.0,85.103999999999999
615.0,81.917000000000002
620.0,77.921999999999997
625.0,74.671000000000006
630.0,72.093000000000004
635.0,69.459000000000003
640.0,67.231999999999999
645.0,66.230999999999995
650.0,65.668000000000006
655.0,65.480000000000004
660.0,66.132999999999996
665.0,66.724999999999994
670.0,68.126000000000005
675.0,69.891999999999996
680.0,72.286000000000001
685.0,74.873999999999995
690.0,77.688000000000002
695.0,79.715999999999994
700.0,82.450999999999993
705.0,84.778000000000006
710.0,86.995999999999995
715.0,88.159999999999997
720.0,89.103999999999999
725.0,89.852999999999994
730.0,89.245000000000005
735.0,88.396000000000001
740.0,87.102000000000004
745.0,85.638000000000005
750.0,84.063000000000002
755.0,81.825000000000003
760.0,79.643000000000001
765.0,77.882999999999996
770.0,75.650000000000006
775.0,73.400999999999996
780.0,71.941999999999993
785.0,70.510999999999996
790.0,68.673000000000002
795.0,68.287000000000006
800.0,66.930000000000007
805.0,66.454999999999998
810.0,65.902000000000001
815.0,65.430999999999997
820.0,65.159999999999997
825.0,64.840000000000003
830.0,65.421999999999997
835.0,65.757000000000005
840.0,67.103999999999999
845.0,67.817999999999998
850.0,67.350999999999999
