$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.02
310.0,-0.008
315.0,0.013
320.0,0.041
325.0,0.093
330.0,0.127
335.0,0.178
340.0,0.258
345.0,0.315
350.0,0.403
355.0,0.507
360.0,0.592
365.0,0.684
370.0,0.813
375.0,0.942
380.0,1.104
385.0,1.266
390.0,1.437
395.0,1.706
400.0,2.069
405.0,2.527
410.0,3.163
415.0,4.174
420.0,5.821
425.0,8.49
430.0,12.201
435.0,17.439
440.0,24.334
445.0,31.834
450.0,38.871
455.0,43.621
460.0,46.814
465.0,49.191
470.0,51.546
475.0,55.077
480.0,59.926
485.0,65.316
490.0,71.529
495.0,77.539
500.0,82.902
505.0,86.158
510.0,87.765
515.0,87.537
520.0,85.399
525.0,82.473
530.0,78.865
535.0,75.832
540.0,72.513
545.0,69.824
550.0,67.582
555.0,66.278
560.0,65.435
565.0,64.906
570.0,65.156
575.0,65.881
580.0,66.374
585.0,68.248
590.0,69.793
595.0,72.038
600.0,74.29
605.0,76.412
610.0,78.725
615.0,81.279
620.0,83.655
625.0,85.514
630.0,87.544
635.0,88.668
640.0,89.617
645.0,90.153
650.0,90.294
655.0,89.979
660.0,89.219
665.0,87.787
670.0,86.429
675.0,84.58
680.0,83.706
685.0,81.647
690.0,80.331
695.0,78.368
700.0,76.443
705.0,75.085
710.0,73.684
715.0,72.113
720.0,71.091
725.0,70.489
730.0,69.15
735.0,68.334
740.0,67.531
745.0,66.685
750.0,66.609
755.0,66.164
760.0,66.039
765.0,65.652
770.0,66.128
775.0,66.142
780.0,66.295
785.0,66.323
790.0,66.796
795.0,67.437
800.0,67.817
805.0,68.389
810.0,69.441
815.0,69.629
820.0,70.404
825.0,72.375
830.0,72.248
835.0,73.897
840.0,74.087
845.0,76.88
850.0,76.327
