$\lambda$ $(nm)$,$T$
300.0,-0.038
305.0,-0.032
310.0,-0.029
315.0,-0.032
320.0,-0.028
325.0,-0.023
330.0,-0.016
335.0,-0.009
340.0,-0.01
345.0,-0.005
350.0,0.006
355.0,0.02
360.0,0.023
365.0,0.047
370.0,0.061
375.0,0.071
380.0,0.088
385.0,0.129
390.0,0.154
395.0,0.183
400.0,0.237
405.0,0.268
410.0,0.337
415.0,0.408
420.0,0.488
425.0,0.652
430.0,0.862
435.0,1.163
440.0,1.708
445.0,2.642
450.0,4.278
455.0,6.845
460.0,10.531
465.0,15.651
470.0,21.565
475.0,29.273
480.0,38.063
485.0,46.757
490.0,54.095
495.0,58.93
500.0,60.72
505.0,60.451
510.0,59.703
515.0,59.767
520.0,60.981
525.0,63.463
530.0,67.269
535.0,71.927
540.0,76.257
545.0,80.356
550.0,83.343
555.0,85.131
560.0,84.843
565.0,83.476
570.0,81.112
575.0,77.826
580.0,74.258
585.0,72.126
590.0,69.344
595.0,67.574
600.0,66.332
605.0,66.008
610.0,66.31
615.0,67.072
620.0,68.517
625.0,70.387
630.0,72.995
635.0,75.171
640.0,77.675
645.0,80.355
650.0,82.671
655.0,84.833
660.0,86.533
665.0,86.954
670.0,87.396
675.0,87.308
680.0,86.676
685.0,85.489
690.0,84.608
695.0,82.338
700.0,80.138
705.0,78.428
710.0,75.988
715.0,73.78
720.0,72.383
725.0,70.826
730.0,69.662
735.0,68.498
740.0,67.36
745.0,66.341
750.0,66.223
755.0,66.48
760.0,66.27
765.0,66.376
770.0,66.761
775.0,67.518
780.0,68.123
785.0,68.759
790.0,69.611
795.0,70.869
800.0,71.94
805.0,74.183
810.0,75.908
815.0,76.248
820.0,77.656
825.0,78.923
830.0,80.568
835.0,81.373
840.0,83.16
845.0,84.341
850.0,84.454
