$\lambda$ $(nm)$,$T$
300.0,-0.034000000000000002
305.0,-0.012999999999999999
310.0,-0.0070000000000000001
315.0,0.0050000000000000001
320.0,0.057000000000000002
325.0,0.084000000000000005
330.0,0.123
335.0,0.17899999999999999
340.0,0.253
345.0,0.28999999999999998
350.0,0.38400000000000001
355.0,0.46899999999999997
360.0,0.56200000000000006
365.0,0.72299999999999998
370.0,0.873
375.0,1.125
380.0,1.492
385.0,2.0859999999999999
390.0,3.1299999999999999
395.0,4.9349999999999996
400.0,7.8559999999999999
405.0,12.444000000000001
410.0,18.408000000000001
415.0,26.509
420.0,37.854999999999997
425.0,50.718000000000004
430.0,59.140999999999998
435.0,61.433
440.0,60.036000000000001
445.0,57.997
450.0,57.645000000000003
455.0,59.332999999999998
460.0,63.220999999999997
465.0,69.430999999999997
470.0,76.081999999999994
475.0,82.891999999999996
480.0,87.653000000000006
485.0,89.266999999999996
490.0,87.953999999999994
495.0,84.429000000000002
500.0,79.548000000000002
505.0,74.600999999999999
510.0,70.450999999999993
515.0,67.519999999999996
520.0,65.375
525.0,64.552999999999997
530.0,64.757000000000005
535.0,65.686000000000007
540.0,67.400000000000006
545.0,70.161000000000001
550.0,73.019999999999996
555.0,76.802000000000007
560.0,80.298000000000002
565.0,83.689999999999998
570.0,87.012
575.0,89.138000000000005
580.0,89.805000000000007
585.0,90.751000000000005
590.0,90.114999999999995
595.0,88.331999999999994
600.0,86.278000000000006
605.0,83.623999999999995
610.0,80.807000000000002
615.0,78.090000000000003
620.0,75.372
625.0,73.046999999999997
630.0,71.341999999999999
635.0,69.429000000000002
640.0,68.167000000000002
645.0,67.283000000000001
650.0,66.573999999999998
655.0,66.231999999999999
660.0,66.019000000000005
665.0,66.239999999999995
670.0,66.911000000000001
675.0,67.575999999999993
680.0,68.965999999999994
685.0,70.001000000000005
690.0,71.733000000000004
695.0,73.168999999999997
700.0,74.658000000000001
705.0,76.686000000000007
710.0,78.521000000000001
715.0,80.108999999999995
720.0,82.126999999999995
725.0,83.945999999999998
730.0,85.396000000000001
735.0,87.072000000000003
740.0,87.875
745.0,88.513999999999996
750.0,89.367000000000004
755.0,89.905000000000001
760.0,89.272999999999996
765.0,89.698999999999998
770.0,88.870999999999995
775.0,88.164000000000001
780.0,87.606999999999999
785.0,86.426000000000002
790.0,84.689999999999998
795.0,83.811000000000007
800.0,82.152000000000001
805.0,80.989000000000004
810.0,79.870000000000005
815.0,78.153000000000006
820.0,76.417000000000002
825.0,74.834999999999994
830.0,73.822999999999993
835.0,73.140000000000001
840.0,71.995999999999995
845.0,72.063000000000002
850.0,68.863
