$\lambda$ $(nm)$,$T$
300.0,-0.035999999999999997
305.0,-0.017999999999999999
310.0,-0.019
315.0,0.0030000000000000001
320.0,0.02
325.0,0.031
330.0,0.071999999999999995
335.0,0.11899999999999999
340.0,0.154
345.0,0.184
350.0,0.255
355.0,0.33100000000000002
360.0,0.40799999999999997
365.0,0.57099999999999995
370.0,0.79200000000000004
375.0,1.1799999999999999
380.0,1.958
385.0,3.431
390.0,5.9889999999999999
395.0,10.211
400.0,16.384
405.0,25.359000000000002
410.0,36.578000000000003
415.0,48.567
420.0,56.253
425.0,57.209000000000003
430.0,55.729999999999997
435.0,55.843000000000004
440.0,59.311
445.0,65.921999999999997
450.0,74.591999999999999
455.0,82.573999999999998
460.0,86.474000000000004
465.0,86.183999999999997
470.0,81.837000000000003
475.0,76.028999999999996
480.0,70.548000000000002
485.0,66.540999999999997
490.0,64.301000000000002
495.0,64.174999999999997
500.0,65.623000000000005
505.0,68.438000000000002
510.0,72.572999999999993
515.0,77.248999999999995
520.0,82.183999999999997
525.0,86.299999999999997
530.0,89.137
535.0,89.969999999999999
540.0,88.623000000000005
545.0,86.072000000000003
550.0,82.355999999999995
555.0,78.724999999999994
560.0,75.052000000000007
565.0,71.978999999999999
570.0,69.352999999999994
575.0,67.453999999999994
580.0,65.956000000000003
585.0,66.111000000000004
590.0,66.450000000000003
595.0,67.155000000000001
600.0,68.753
605.0,70.650999999999996
610.0,72.942999999999998
615.0,75.721000000000004
620.0,78.647999999999996
625.0,81.278000000000006
630.0,84.108999999999995
635.0,86.477999999999994
640.0,88.201999999999998
645.0,89.572000000000003
650.0,90.129999999999995
655.0,89.769000000000005
660.0,88.584999999999994
665.0,87.352000000000004
670.0,85.673000000000002
675.0,83.394999999999996
680.0,81.197999999999993
685.0,78.722999999999999
690.0,76.983000000000004
695.0,74.561999999999998
700.0,72.725999999999999
705.0,71.174999999999997
710.0,69.858999999999995
715.0,68.385000000000005
720.0,67.597999999999999
725.0,67.254000000000005
730.0,66.453000000000003
735.0,66.620999999999995
740.0,66.545000000000002
745.0,66.465000000000003
750.0,67.106999999999999
755.0,67.775000000000006
760.0,68.397000000000006
765.0,69.572000000000003
770.0,70.745999999999995
775.0,71.617999999999995
780.0,73.084000000000003
785.0,74.355000000000004
790.0,75.534000000000006
795.0,77.480999999999995
800.0,78.813999999999993
805.0,80.593000000000004
810.0,82.284999999999997
815.0,83.149000000000001
820.0,84.421000000000006
825.0,85.694000000000003
830.0,86.444999999999993
835.0,87.566000000000003
840.0,88.162000000000006
845.0,88.668999999999997
850.0,87.662999999999997
