$\lambda$ $(nm)$,$T$
300.0,-0.013
305.0,-0.006
310.0,0.037
315.0,0.074
320.0,0.16
325.0,0.219
330.0,0.321
335.0,0.396
340.0,0.52
345.0,0.619
350.0,0.745
355.0,0.895
360.0,1.049
365.0,1.261
370.0,1.499
375.0,1.768
380.0,2.151
385.0,2.702
390.0,3.523
395.0,4.777
400.0,6.85
405.0,10.138
410.0,14.457
415.0,20.632
420.0,29.379
425.0,40.546
430.0,51.092
435.0,59.002
440.0,62.415
445.0,62.277
450.0,60.429
455.0,58.953
460.0,58.613
465.0,60.161
470.0,62.342
475.0,66.344
480.0,71.098
485.0,76.112
490.0,81.006
495.0,85.428
500.0,88.416
505.0,89.1
510.0,88.517
515.0,86.64
520.0,83.532
525.0,80.052
530.0,76.473
535.0,73.589
540.0,70.803
545.0,68.555
550.0,66.809
555.0,65.727
560.0,65.236
565.0,65.085
570.0,65.494
575.0,66.308
580.0,67.087
585.0,68.959
590.0,70.653
595.0,72.871
600.0,75.108
605.0,77.26
610.0,79.486
615.0,81.757
620.0,84.029
625.0,85.746
630.0,87.497
635.0,89.064
640.0,89.615
645.0,90.044
650.0,89.967
655.0,89.479
660.0,88.866
665.0,87.168
670.0,85.837
675.0,84.344
680.0,83.682
685.0,81.015
690.0,79.813
695.0,77.988
700.0,76.202
705.0,74.78
710.0,73.642
715.0,71.826
720.0,71.093
725.0,69.952
730.0,68.862
735.0,68.368
740.0,67.313
745.0,66.89
750.0,66.588
755.0,66.361
760.0,65.843
765.0,66.012
770.0,66.218
775.0,66.279
780.0,66.323
785.0,66.818
790.0,66.944
795.0,67.709
800.0,67.678
805.0,68.712
810.0,69.357
815.0,70.177
820.0,70.246
825.0,71.946
830.0,72.96
835.0,73.625
840.0,73.835
845.0,76.532
850.0,75.549
