$\lambda$ $(nm)$,$T$
300.0,-0.018
305.0,-0.011
310.0,0.011
315.0,0.062
320.0,0.099
325.0,0.178
330.0,0.242
335.0,0.313
340.0,0.412
345.0,0.5
350.0,0.606
355.0,0.714
360.0,0.839
365.0,1.018
370.0,1.169
375.0,1.378
380.0,1.637
385.0,1.973
390.0,2.464
395.0,3.158
400.0,4.262
405.0,6.062
410.0,8.691
415.0,12.465
420.0,18.223
425.0,26.623
430.0,36.084
435.0,46.005
440.0,54.293
445.0,58.578
450.0,59.31
455.0,58.244
460.0,57.102
465.0,57.577
470.0,58.615
475.0,61.599
480.0,65.256
485.0,69.803
490.0,74.963
495.0,80.081
500.0,84.635
505.0,87.252
510.0,88.496
515.0,88.127
520.0,85.782
525.0,83.104
530.0,79.702
535.0,76.465
540.0,73.18
545.0,70.437
550.0,68.064
555.0,66.549
560.0,65.431
565.0,64.88
570.0,64.887
575.0,65.045
580.0,65.45
585.0,67.055
590.0,68.363
595.0,70.103
600.0,72.084
605.0,74.416
610.0,76.522
615.0,78.953
620.0,81.201
625.0,83.253
630.0,85.594
635.0,87.097
640.0,88.522
645.0,89.374
650.0,89.808
655.0,89.689
660.0,89.25
665.0,88.482
670.0,87.229
675.0,85.949
680.0,84.897
685.0,83.365
690.0,81.884
695.0,79.614
700.0,78.144
705.0,76.565
710.0,75.068
715.0,73.257
720.0,72.255
725.0,71.473
730.0,69.88
735.0,69.273
740.0,68.566
745.0,67.074
750.0,66.953
755.0,66.301
760.0,66.201
765.0,66.125
770.0,65.841
775.0,66.007
780.0,65.939
785.0,66.106
790.0,66.387
795.0,67.079
800.0,67.161
805.0,67.805
810.0,68.646
815.0,68.37
820.0,69.05
825.0,70.393
830.0,71.401
835.0,72.074
840.0,72.831
845.0,73.384
850.0,75.103
