$\lambda$ $(nm)$,$T$
300.0,0.018
305.0,0.078
310.0,0.169
315.0,0.279
320.0,0.398
325.0,0.557
330.0,0.777
335.0,0.93
340.0,1.148
345.0,1.347
350.0,1.577
355.0,1.841
360.0,2.109
365.0,2.438
370.0,2.842
375.0,3.27
380.0,3.894
385.0,4.808
390.0,6.084
395.0,8.063
400.0,11.042
405.0,15.241
410.0,20.142
415.0,25.793
420.0,32.546
425.0,40.682
430.0,49.29
435.0,58.599
440.0,68.408
445.0,76.129
450.0,80.482
455.0,81.103
460.0,78.697
465.0,75.807
470.0,71.696
475.0,68.26
480.0,65.999
485.0,64.25
490.0,63.549
495.0,63.68
500.0,64.412
505.0,65.517
510.0,67.514
515.0,70.069
520.0,72.861
525.0,75.9
530.0,78.87
535.0,81.832
540.0,84.572
545.0,87.012
550.0,89.03
555.0,90.146
560.0,90.501
565.0,90.542
570.0,89.986
575.0,88.697
580.0,86.41
585.0,85.315
590.0,83.274
595.0,81.046
600.0,78.945
605.0,77.002
610.0,75.012
615.0,73.358
620.0,71.49
625.0,70.324
630.0,69.449
635.0,68.387
640.0,67.648
645.0,67.142
650.0,66.678
655.0,66.446
660.0,66.376
665.0,66.291
670.0,66.414
675.0,66.606
680.0,67.717
685.0,67.99
690.0,69.087
695.0,69.592
700.0,70.537
705.0,71.628
710.0,72.651
715.0,73.781
720.0,74.822
725.0,76.335
730.0,77.388
735.0,78.826
740.0,79.836
745.0,80.688
750.0,82.192
755.0,83.27
760.0,84.266
765.0,85.259
770.0,86.193
775.0,86.702
780.0,87.555
785.0,87.458
790.0,88.548
795.0,88.794
800.0,89.433
805.0,89.637
810.0,90.165
815.0,88.495
820.0,88.819
825.0,88.829
830.0,88.247
835.0,88.698
840.0,86.848
845.0,87.952
850.0,85.892
