$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.04
310.0,-0.037
315.0,-0.034
320.0,-0.037
325.0,-0.038
330.0,-0.036
335.0,-0.024
340.0,-0.023
345.0,-0.03
350.0,-0.039
355.0,-0.022
360.0,-0.016
365.0,-0.018
370.0,-0.011
375.0,0.002
380.0,0.018
385.0,0.021
390.0,0.025
395.0,0.049
400.0,0.064
405.0,0.093
410.0,0.102
415.0,0.119
420.0,0.159
425.0,0.203
430.0,0.239
435.0,0.277
440.0,0.361
445.0,0.467
450.0,0.632
455.0,0.945
460.0,1.477
465.0,2.493
470.0,4.165
475.0,7.205
480.0,11.835
485.0,17.438
490.0,23.493
495.0,29.578
500.0,36.48
505.0,44.31
510.0,53.539
515.0,62.708
520.0,69.188
525.0,71.757
530.0,70.696
535.0,67.543
540.0,64.083
545.0,61.597
550.0,60.579
555.0,61.343
560.0,63.115
565.0,66.708
570.0,71.161
575.0,76.253
580.0,80.803
585.0,85.293
590.0,87.855
595.0,89.211
600.0,88.6
605.0,86.435
610.0,83.15
615.0,79.697
620.0,75.328
625.0,72.415
630.0,69.831
635.0,67.48
640.0,65.896
645.0,64.856
650.0,64.812
655.0,65.216
660.0,65.943
665.0,67.082
670.0,68.862
675.0,70.95
680.0,73.713
685.0,76.265
690.0,79.377
695.0,81.865
700.0,84.116
705.0,86.322
710.0,87.994
715.0,88.861
720.0,89.397
725.0,89.679
730.0,88.945
735.0,87.338
740.0,85.772
745.0,83.224
750.0,81.595
755.0,79.527
760.0,77.385
765.0,75.114
770.0,73.871
775.0,71.712
780.0,70.046
785.0,68.549
790.0,67.452
795.0,66.499
800.0,65.692
805.0,65.455
810.0,64.845
815.0,64.836
820.0,65.301
825.0,65.077
830.0,65.932
835.0,66.67
840.0,66.903
845.0,68.055
850.0,68.516
