$\lambda$ $(nm)$,$T$
300.0,-0.039
305.0,-0.034
310.0,-0.023
315.0,-0.029
320.0,-0.027
325.0,-0.019
330.0,-0.015
335.0,-0.004
340.0,0.008
345.0,0.024
350.0,0.035
355.0,0.053
360.0,0.076
365.0,0.106
370.0,0.14
375.0,0.16
380.0,0.221
385.0,0.269
390.0,0.326
395.0,0.399
400.0,0.496
405.0,0.598
410.0,0.727
415.0,0.944
420.0,1.324
425.0,1.953
430.0,2.923
435.0,4.489
440.0,6.899
445.0,10.429
450.0,16.368
455.0,23.719
460.0,32.682
465.0,41.535
470.0,47.801
475.0,51.015
480.0,52.22
485.0,52.595
490.0,53.82
495.0,56.632
500.0,61.076
505.0,66.732
510.0,73.228
515.0,79.417
520.0,83.726
525.0,85.777
530.0,85.46
535.0,82.968
540.0,79.073
545.0,74.794
550.0,70.701
555.0,67.895
560.0,65.63
565.0,64.164
570.0,63.747
575.0,64.167
580.0,64.704
585.0,66.895
590.0,69.069
595.0,72.033
600.0,75.044
605.0,78.289
610.0,81.423
615.0,84.34
620.0,86.414
625.0,88.076
630.0,89.272
635.0,88.798
640.0,87.862
645.0,86.452
650.0,84.428
655.0,82.216
660.0,79.232
665.0,76.806
670.0,74.45
675.0,72.249
680.0,70.584
685.0,68.978
690.0,67.912
695.0,66.612
700.0,65.505
705.0,65.466
710.0,65.005
715.0,65.21
720.0,65.49
725.0,65.918
730.0,66.84
735.0,67.757
740.0,68.545
745.0,69.927
750.0,71.64
755.0,73.207
760.0,74.504
765.0,76.096
770.0,78.023
775.0,79.974
780.0,81.317
785.0,82.618
790.0,83.718
795.0,85.186
800.0,86.028
805.0,87.767
810.0,88.535
815.0,87.749
820.0,88.096
825.0,88.355
830.0,87.655
835.0,87.315
840.0,86.775
845.0,86.139
850.0,83.686
