$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.018
310.0,-0.001
315.0,-0.006
320.0,0.022
325.0,0.064
330.0,0.1
335.0,0.133
340.0,0.169
345.0,0.21
350.0,0.296
355.0,0.368
360.0,0.506
365.0,0.688
370.0,1.028
375.0,1.553
380.0,2.683
385.0,4.69
390.0,8.155
395.0,13.562
400.0,21.151
405.0,32.145
410.0,44.208
415.0,54.123
420.0,57.382
425.0,56.283
430.0,55.737
435.0,58.173
440.0,63.911
445.0,72.093
450.0,80.6
455.0,86.073
460.0,86.36
465.0,83.398
470.0,77.557
475.0,72.309
480.0,68.339
485.0,65.086
490.0,64.254
495.0,65.631
500.0,68.308
505.0,72.128
510.0,76.883
515.0,81.901
520.0,86.253
525.0,89.041
530.0,90.117
535.0,88.768
540.0,86.706
545.0,83.232
550.0,79.137
555.0,75.598
560.0,72.365
565.0,69.715
570.0,67.957
575.0,66.774
580.0,66.082
585.0,66.82
590.0,67.543
595.0,69.194
600.0,71.09
605.0,73.511
610.0,75.953
615.0,78.919
620.0,81.88
625.0,84.64
630.0,86.928
635.0,88.917
640.0,89.818
645.0,90.355
650.0,90.312
655.0,88.765
660.0,87.245
665.0,85.473
670.0,83.519
675.0,80.966
680.0,78.975
685.0,76.742
690.0,75.161
695.0,72.784
700.0,70.998
705.0,69.838
710.0,68.855
715.0,67.553
720.0,66.995
725.0,67.094
730.0,66.804
735.0,67.019
740.0,66.943
745.0,67.343
750.0,68.337
755.0,69.476
760.0,70.134
765.0,71.161
770.0,72.563
775.0,74.078
780.0,75.412
785.0,76.592
790.0,78.251
795.0,80.111
800.0,81.517
805.0,82.917
810.0,84.85
815.0,84.802
820.0,86.054
825.0,87.363
830.0,87.942
835.0,87.958
840.0,89.388
845.0,89.691
850.0,88.413
