$\lambda$ $(nm)$,$T$
300.0,-0.037
305.0,-0.023
310.0,-0.025
315.0,-0.015
320.0,-0.002
325.0,-0.001
330.0,0.01
335.0,0.036
340.0,0.073
345.0,0.085
350.0,0.139
355.0,0.158
360.0,0.202
365.0,0.269
370.0,0.32
375.0,0.399
380.0,0.475
385.0,0.605
390.0,0.765
395.0,1.039
400.0,1.458
405.0,2.195
410.0,3.374
415.0,5.262
420.0,8.426
425.0,13.224
430.0,18.801
435.0,25.624
440.0,34.921
445.0,45.848
450.0,56.513
455.0,62.798
460.0,63.717
465.0,61.765
470.0,58.977
475.0,57.713
480.0,58.267
485.0,60.632
490.0,64.94
495.0,70.461
500.0,77.125
505.0,82.374
510.0,86.473
515.0,87.793
520.0,86.483
525.0,83.295
530.0,79.022
535.0,74.776
540.0,70.613
545.0,67.61
550.0,65.26
555.0,63.995
560.0,63.734
565.0,64.097
570.0,65.328
575.0,67.15
580.0,69.175
585.0,72.354
590.0,75.534
595.0,78.861
600.0,82.382
605.0,84.962
610.0,87.149
615.0,88.962
620.0,89.549
625.0,89.23
630.0,88.502
635.0,86.694
640.0,84.481
645.0,82.193
650.0,79.324
655.0,76.781
660.0,74.283
665.0,72.183
670.0,70.332
675.0,68.515
680.0,67.982
685.0,66.552
690.0,66.191
695.0,65.574
700.0,65.222
705.0,65.582
710.0,65.887
715.0,66.314
720.0,67.278
725.0,68.442
730.0,69.404
735.0,71.089
740.0,72.152
745.0,73.426
750.0,75.589
755.0,77.427
760.0,78.836
765.0,80.533
770.0,82.384
775.0,83.817
780.0,85.257
785.0,86.021
790.0,87.278
795.0,87.753
800.0,88.016
805.0,88.762
810.0,89.55
815.0,88.338
820.0,88.025
825.0,87.201
830.0,85.778
835.0,85.543
840.0,84.85
845.0,84.2
850.0,82.776
