$\lambda$ $(nm)$,$T$
300.0,-0.037
305.0,-0.033
310.0,-0.032
315.0,-0.043
320.0,-0.023
325.0,-0.027
330.0,-0.028
335.0,-0.018
340.0,-0.015
345.0,-0.011
350.0,0.011
355.0,0.026
360.0,0.029
365.0,0.046
370.0,0.071
375.0,0.088
380.0,0.116
385.0,0.137
390.0,0.182
395.0,0.219
400.0,0.26
405.0,0.342
410.0,0.416
415.0,0.544
420.0,0.733
425.0,1.049
430.0,1.54
435.0,2.401
440.0,3.819
445.0,6.255
450.0,9.894
455.0,14.779
460.0,20.509
465.0,27.03
470.0,34.39
475.0,43.654
480.0,53.461
485.0,62.079
490.0,67.396
495.0,68.657
500.0,66.436
505.0,63.327
510.0,60.902
515.0,60.196
520.0,61.113
525.0,63.53
530.0,67.606
535.0,72.423
540.0,77.706
545.0,82.747
550.0,86.47
555.0,88.314
560.0,88.047
565.0,86.147
570.0,83.254
575.0,79.144
580.0,74.818
585.0,72.282
590.0,69.338
595.0,66.969
600.0,65.722
605.0,65.055
610.0,64.88
615.0,65.589
620.0,66.942
625.0,68.809
630.0,71.318
635.0,73.786
640.0,76.455
645.0,79.606
650.0,82.448
655.0,85.259
660.0,87.005
665.0,88.276
670.0,89.078
675.0,88.975
680.0,88.905
685.0,87.514
690.0,86.749
695.0,84.135
700.0,81.783
705.0,79.719
710.0,77.504
715.0,74.989
720.0,72.918
725.0,71.649
730.0,70.056
735.0,69.147
740.0,67.558
745.0,66.333
750.0,65.881
755.0,65.631
760.0,65.432
765.0,65.777
770.0,65.985
775.0,66.27
780.0,67.22
785.0,67.874
790.0,68.522
795.0,69.956
800.0,70.805
805.0,72.875
810.0,74.062
815.0,75.062
820.0,76.643
825.0,78.412
830.0,79.905
835.0,81.521
840.0,83.05
845.0,84.271
850.0,84.579
