$\lambda$ $(nm)$,$T$
300.0,-0.026
305.0,-0.021
310.0,-0.021
315.0,0.004
320.0,0.035
325.0,0.06
330.0,0.076
335.0,0.121
340.0,0.177
345.0,0.223
350.0,0.298
355.0,0.348
360.0,0.452
365.0,0.597
370.0,0.796
375.0,1.097
380.0,1.728
385.0,2.807
390.0,4.811
395.0,8.432
400.0,14.439
405.0,23.579
410.0,33.191
415.0,40.175
420.0,44.425
425.0,47.697
430.0,52.258
435.0,59.784
440.0,69.711
445.0,79.197
450.0,84.211
455.0,83.011
460.0,77.385
465.0,71.6
470.0,66.807
475.0,63.855
480.0,62.988
485.0,63.912
490.0,66.774
495.0,70.991
500.0,76.378
505.0,81.553
510.0,86.325
515.0,89.474
520.0,89.977
525.0,88.544
530.0,85.371
535.0,81.554
540.0,77.236
545.0,73.442
550.0,70.147
555.0,67.825
560.0,66.326
565.0,65.437
570.0,65.597
575.0,66.463
580.0,67.221
585.0,69.653
590.0,71.99
595.0,74.797
600.0,78.1
605.0,80.991
610.0,83.981
615.0,86.661
620.0,88.579
625.0,89.822
630.0,90.556
635.0,90.074
640.0,88.886
645.0,87.695
650.0,85.317
655.0,82.928
660.0,80.135
665.0,77.901
670.0,75.78
675.0,73.403
680.0,71.916
685.0,70.267
690.0,69.026
695.0,67.696
700.0,66.592
705.0,66.545
710.0,66.313
715.0,65.734
720.0,66.194
725.0,67.133
730.0,67.604
735.0,68.451
740.0,69.496
745.0,70.285
750.0,71.908
755.0,73.421
760.0,74.426
765.0,76.428
770.0,78.405
775.0,79.672
780.0,81.577
785.0,82.341
790.0,83.668
795.0,85.225
800.0,86.126
805.0,87.636
810.0,88.34
815.0,87.981
820.0,88.26
825.0,88.901
830.0,88.703
835.0,88.493
840.0,87.952
845.0,87.477
850.0,85.795
