$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.027
310.0,-0.023
315.0,-0.012
320.0,0.006
325.0,0.032
330.0,0.069
335.0,0.094
340.0,0.127
345.0,0.173
350.0,0.222
355.0,0.28
360.0,0.347
365.0,0.441
370.0,0.522
375.0,0.63
380.0,0.771
385.0,0.957
390.0,1.239
395.0,1.682
400.0,2.402
405.0,3.598
410.0,5.491
415.0,8.488
420.0,13.369
425.0,20.969
430.0,30.145
435.0,39.253
440.0,46.405
445.0,49.697
450.0,51.062
455.0,52.261
460.0,54.737
465.0,59.763
470.0,65.778
475.0,73.392
480.0,80.557
485.0,85.943
490.0,87.908
495.0,86.985
500.0,83.02
505.0,78.095
510.0,73.295
515.0,69.356
520.0,66.47
525.0,64.713
530.0,64.075
535.0,64.377
540.0,65.691
545.0,67.813
550.0,70.493
555.0,74.017
560.0,77.322
565.0,81.087
570.0,84.839
575.0,87.599
580.0,89.221
585.0,90.783
590.0,90.632
595.0,89.734
600.0,87.854
605.0,85.564
610.0,82.71
615.0,79.897
620.0,76.797
625.0,74.599
630.0,72.517
635.0,70.305
640.0,68.907
645.0,67.73
650.0,66.603
655.0,66.152
660.0,66.053
665.0,65.751
670.0,66.135
675.0,66.758
680.0,67.922
685.0,68.964
690.0,70.366
695.0,72.205
700.0,73.324
705.0,75.309
710.0,77.468
715.0,78.851
720.0,80.956
725.0,82.833
730.0,84.526
735.0,86.302
740.0,87.123
745.0,87.98
750.0,89.321
755.0,89.728
760.0,89.495
765.0,89.623
770.0,89.555
775.0,88.862
780.0,88.049
785.0,86.634
790.0,85.586
795.0,84.459
800.0,83.283
805.0,82.174
810.0,80.691
815.0,78.863
820.0,77.355
825.0,76.068
830.0,74.558
835.0,73.585
840.0,73.025
845.0,72.755
850.0,70.277
