$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.033
310.0,-0.032
315.0,-0.032
320.0,-0.018
325.0,-0.01
330.0,-0.002
335.0,0.016
340.0,0.037
345.0,0.047
350.0,0.077
355.0,0.1
360.0,0.118
365.0,0.179
370.0,0.201
375.0,0.241
380.0,0.299
385.0,0.363
390.0,0.439
395.0,0.493
400.0,0.582
405.0,0.695
410.0,0.806
415.0,0.922
420.0,1.082
425.0,1.355
430.0,1.7
435.0,2.21
440.0,3.079
445.0,4.427
450.0,6.533
455.0,9.643
460.0,13.776
465.0,19.316
470.0,25.632
475.0,33.875
480.0,43.112
485.0,52.236
490.0,60.193
495.0,65.104
500.0,66.794
505.0,65.818
510.0,63.813
515.0,61.906
520.0,60.914
525.0,60.669
530.0,61.602
535.0,63.564
540.0,66.563
545.0,70.293
550.0,74.413
555.0,78.45
560.0,81.989
565.0,85.445
570.0,87.89
575.0,89.128
580.0,88.442
585.0,88.191
590.0,86.087
595.0,83.294
600.0,80.569
605.0,77.957
610.0,74.932
615.0,72.501
620.0,70.038
625.0,68.347
630.0,67.315
635.0,66.23
640.0,65.646
645.0,65.448
650.0,65.539
655.0,66.289
660.0,66.847
665.0,67.647
670.0,69.002
675.0,70.365
680.0,72.527
685.0,74.245
690.0,76.325
695.0,77.908
700.0,79.883
705.0,81.954
710.0,83.802
715.0,85.093
720.0,86.407
725.0,88.097
730.0,88.663
735.0,89.504
740.0,89.474
745.0,89.142
750.0,89.179
755.0,88.084
760.0,87.189
765.0,86.138
770.0,85.062
775.0,83.711
780.0,82.414
785.0,80.875
790.0,78.801
795.0,77.972
800.0,76.246
805.0,75.164
810.0,73.963
815.0,72.627
820.0,70.901
825.0,70.535
830.0,69.269
835.0,68.456
840.0,67.573
845.0,67.067
850.0,67.161
