$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.021
310.0,-0.012
315.0,-0.001
320.0,0.033
325.0,0.063
330.0,0.108
335.0,0.146
340.0,0.203
345.0,0.264
350.0,0.329
355.0,0.39
360.0,0.48
365.0,0.607
370.0,0.795
375.0,1.014
380.0,1.446
385.0,2.105
390.0,3.376
395.0,5.598
400.0,9.373
405.0,15.099
410.0,21.287
415.0,27.815
420.0,35.897
425.0,46.644
430.0,58.724
435.0,69.184
440.0,74.776
445.0,73.552
450.0,68.759
455.0,64.262
460.0,61.452
465.0,61.42
470.0,63.265
475.0,66.956
480.0,72.375
485.0,78.338
490.0,83.985
495.0,88.227
500.0,90.227
505.0,89.057
510.0,85.887
515.0,81.426
520.0,76.77
525.0,72.687
530.0,69.484
535.0,67.095
540.0,65.646
545.0,65.102
550.0,65.513
555.0,66.768
560.0,68.411
565.0,70.78
570.0,73.928
575.0,77.415
580.0,80.327
585.0,83.734
590.0,86.683
595.0,88.973
600.0,90.411
605.0,90.953
610.0,90.349
615.0,89.268
620.0,87.105
625.0,84.956
630.0,82.487
635.0,79.718
640.0,77.191
645.0,74.873
650.0,72.672
655.0,70.246
660.0,69.14
665.0,67.946
670.0,67.141
675.0,66.312
680.0,66.462
685.0,66.175
690.0,66.78
695.0,67.09
700.0,67.75
705.0,68.755
710.0,70.21
715.0,70.885
720.0,72.408
725.0,74.307
730.0,76.021
735.0,78.015
740.0,79.629
745.0,80.739
750.0,82.935
755.0,84.799
760.0,85.478
765.0,86.846
770.0,88.078
775.0,88.829
780.0,89.598
785.0,89.185
790.0,89.198
795.0,89.039
800.0,87.909
805.0,88.42
810.0,87.72
815.0,85.725
820.0,84.749
825.0,84.058
830.0,82.847
835.0,81.791
840.0,79.767
845.0,78.933
850.0,77.452
