$\lambda$ $(nm)$,$T$
300.0,-0.027
305.0,-0.029
310.0,-0.037
315.0,-0.027
320.0,-0.04
325.0,-0.028
330.0,-0.023
335.0,-0.027
340.0,-0.022
345.0,-0.011
350.0,-0.008
355.0,-0.001
360.0,0.009
365.0,0.021
370.0,0.04
375.0,0.054
380.0,0.071
385.0,0.076
390.0,0.11
395.0,0.135
400.0,0.176
405.0,0.213
410.0,0.246
415.0,0.302
420.0,0.358
425.0,0.417
430.0,0.509
435.0,0.603
440.0,0.763
445.0,1.004
450.0,1.413
455.0,2.089
460.0,3.252
465.0,5.245
470.0,8.2
475.0,12.992
480.0,19.738
485.0,27.701
490.0,35.756
495.0,42.131
500.0,46.014
505.0,48.098
510.0,49.785
515.0,52.62
520.0,56.565
525.0,62.007
530.0,68.483
535.0,74.895
540.0,80.616
545.0,84.115
550.0,85.193
555.0,84.175
560.0,81.594
565.0,77.82
570.0,73.818
575.0,70.202
580.0,67.179
585.0,65.831
590.0,64.676
595.0,64.34
600.0,64.818
605.0,65.959
610.0,67.754
615.0,70.119
620.0,73.089
625.0,75.997
630.0,79.158
635.0,82.206
640.0,84.897
645.0,87.099
650.0,88.659
655.0,89.18
660.0,89.127
665.0,88.204
670.0,86.509
675.0,84.508
680.0,82.623
685.0,80.162
690.0,78.481
695.0,75.788
700.0,73.312
705.0,71.616
710.0,69.977
715.0,68.228
720.0,67.367
725.0,66.777
730.0,65.894
735.0,65.538
740.0,65.487
745.0,65.37
750.0,65.844
755.0,66.421
760.0,67.12
765.0,68.253
770.0,69.289
775.0,70.357
780.0,72.16
785.0,73.191
790.0,74.455
795.0,76.136
800.0,77.566
805.0,79.807
810.0,81.364
815.0,82.195
820.0,83.61
825.0,85.21
830.0,86.056
835.0,87.475
840.0,87.688
845.0,88.486
850.0,87.6
