$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.031
310.0,-0.024
315.0,-0.031
320.0,-0.015
325.0,0.007
330.0,0.015
335.0,0.036
340.0,0.053
345.0,0.073
350.0,0.117
355.0,0.147
360.0,0.185
365.0,0.242
370.0,0.278
375.0,0.341
380.0,0.407
385.0,0.494
390.0,0.562
395.0,0.67
400.0,0.767
405.0,0.893
410.0,0.998
415.0,1.174
420.0,1.371
425.0,1.645
430.0,2.012
435.0,2.565
440.0,3.44
445.0,4.772
450.0,6.967
455.0,10.099
460.0,14.591
465.0,21.409
470.0,28.831
475.0,37.013
480.0,44.169
485.0,48.78
490.0,51.321
495.0,52.793
500.0,53.763
505.0,55.067
510.0,57.631
515.0,61.082
520.0,65.465
525.0,70.075
530.0,75.543
535.0,80.198
540.0,83.985
545.0,86.665
550.0,87.848
555.0,87.455
560.0,86.061
565.0,83.683
570.0,80.896
575.0,77.714
580.0,74.16
585.0,72.373
590.0,69.983
595.0,68.045
600.0,66.715
605.0,65.715
610.0,65.199
615.0,65.182
620.0,65.548
625.0,66.31
630.0,67.59
635.0,68.866
640.0,70.413
645.0,72.417
650.0,74.364
655.0,76.599
660.0,78.369
665.0,80.556
670.0,82.617
675.0,84.163
680.0,86.172
685.0,87.301
690.0,88.901
695.0,89.142
700.0,89.314
705.0,89.27
710.0,89.125
715.0,88.095
720.0,87.273
725.0,86.575
730.0,84.853
735.0,83.653
740.0,81.83
745.0,80.24
750.0,78.82
755.0,77.14
760.0,75.693
765.0,74.548
770.0,73.058
775.0,71.752
780.0,70.868
785.0,69.511
790.0,68.47
795.0,67.691
800.0,66.936
805.0,66.998
810.0,66.743
815.0,65.411
820.0,65.049
825.0,65.495
830.0,65.438
835.0,65.249
840.0,65.891
845.0,65.231
850.0,65.456
